customer_id,monthly_income,income_variance,bill_payment_delay_avg,missed_payments_6m,spending_ratio,savings_rate,employment_duration_months,account_age_months,risk_score,risk_band,financial_resilience_score,payment_discipline_score,income_stability_index
710cd9cf5677f1f61b91ebebf6e0990df92a28cc30cb68903fe6efbc0bbe2eee,30000-40000,0.059,1.78,0,1.0,0.0,256,60-120,0.02,Low,19.4,91.1,94.1
d6c6e806ad9233833fbf5121c06363feeecb2ec89224481fc1bab4076867adad,30000-40000,0.097,0.83,2,1.0,0.05,182,180-240,0.29,Low,13.3,75.85,90.3
93ec289f6101ba0e1bfd558060dcb5eeeb5ce104c19786b40880dcce5629bcb4,30000-40000,0.387,2.18,1,0.0,0.4,42,0-60,0.07,Low,54.6,79.1,61.3
342d58c9f22f45fae5c2a021c8c6b9f8ba67341d7444396570477e7b67650821,30000-40000,0.242,0.12,0,1.0,0.29,266,120-180,0.0,Low,42.3,99.4,75.8
ca572b565326a0cd99d84566dd241cf9d075c7ccd02b633faeed69a7af035626,20000-30000,0.388,0.54,0,1.0,0.1,191,60-120,0.0,Low,28.3,97.3,61.2
4b9e579e6b6649572e92925e9379ee6d28ff0b701f7374c5e518b2fc622002a9,30000-40000,0.201,4.36,2,1.0,0.1,10,60-120,0.45,Medium,19.7,58.2,79.89999999999999
99faae232dd92c2f93c6de9012c7ab788ab10e790ee77dc27069a466b2cd11d5,30000-40000,0.159,0.0,1,1.0,0.13,106,0-60,0.15,Low,28.8,90.0,84.1
9e671aeab5963760c36e9eeec05f91b745bf389e2c5d86a104c136483f7305de,20000-30000,0.227,1.69,0,0.0,0.4,227,0-60,0.0,Low,57.1,91.55,77.3
ccb5b198773c49f412af34dfe47cca332e2a6cb73dcdbf4e6d3697f8051f125f,40000-50000,0.204,2.23,1,1.0,0.12,36,0-60,0.28,Low,23.8,78.85,79.60000000000001
63c6b34ee8896b81a067061da906df4eb10f95e29107760431181f89a4e8a01e,30000-40000,0.087,0.14,0,1.0,0.13,238,120-180,0.0,Low,30.1,99.3,91.3
4b9015edf2ad6e0b3f75bdbd2171587f97f1ba7b3c551edb909be6759bbe7a8e,10000-20000,0.274,12.19,3,0.0,0.4,230,120-180,0.3,Low,46.9,9.050000000000004,72.6
91ffb0ad989cd13b1b03ad790c808479e53391a00020df83e7cafb96e431a312,30000-40000,0.126,0.67,0,1.0,0.35,190,60-120,0.0,Low,47.4,96.65,87.4
23af12484da704d9ccbba6cf69806aec71a9500d40e0962bf7ccb73f6371eaf0,20000-30000,0.267,1.21,1,0.0,0.4,24,120-180,0.09,Low,52.8,83.95,73.3
b76c17309c057f8ebc9ef437bc330d53fedfc1820dabfb9dc7e14e8cf371fd3a,30000-40000,0.278,1.23,0,1.0,0.4,42,120-180,0.0,Low,52.900000000000006,93.85,72.2
b65fcf260a86619c060babad2b42b6009c818b5534cac9a6241d64e895dd8b7b,40000-50000,0.103,0.66,0,0.0,0.4,175,60-120,0.0,Low,60.7,96.7,89.7
edaab14bcdbf6ff96ba8c298403566170a55dcc446f8e739d33672b6f7d8536d,20000-30000,0.071,0.0,2,1.0,0.33,181,120-180,0.12,Low,39.9,80.0,92.9
038228ca42b1b2df359a55bc936798205d7a8af844f4324a6cef11e29445c663,30000-40000,0.323,4.73,1,1.0,0.25,88,180-240,0.19,Low,36.3,66.35,67.7
50ed2b66466fc5ebe4967879bbfc010233ca3b1fa99be910579cdfbb2f13f255,30000-40000,0.211,10.41,3,1.0,0.23,135,120-180,0.49,Medium,25.5,17.950000000000003,78.9
cc3a137c8feb145db2bd09d567e48e316caf96d0a8b6a11919197e632caa7899,30000-40000,0.07,0.6,0,1.0,0.22,15,180-240,0.1,Low,36.1,97.0,93.0
2b705e8b7e8db21f6a766e9056815567988f37affa1e428abbc0d42c191d077c,40000-50000,0.398,4.34,1,1.0,0.0,30,180-240,0.35,Medium,16.900000000000002,68.3,60.2
fff497dbf24ce025f2bf0053f063588e98a1dced4f94c4ccf7011fd928ee810c,20000-30000,0.07,3.18,0,0.0,0.4,86,180-240,0.0,Low,55.9,84.1,93.0
2e6b44caf8c62d17225f9c1b698574effc2f97d8612fb9dac1e5fc3b02f6a5f3,20000-30000,0.293,6.54,3,0.0,0.4,282,180-240,0.18,Low,46.0,37.3,70.7
716602572545e8a7ae767637cf9480f38905b41e6cefa1efa5f0f73e9b5c02e0,20000-30000,0.394,2.18,0,1.0,0.0,265,0-60,0.01,Low,20.6,89.1,60.6
6504cdf8619d4733dadf8be0bdbd6543f746adf9f069217c9c527343648a7501,20000-30000,0.134,0.96,0,0.0,0.4,168,180-240,0.0,Low,57.1,95.2,86.6
f03b1850fa71317b329ab46a59502059922001b1bd661c971d388e7248b1df37,20000-30000,0.1,0.98,1,1.0,0.0,295,0-60,0.1,Low,13.599999999999998,85.1,90.0
822ea132156e592b0b589352b8662617d1dad4f9f87a4b72b07eae8bb83f13cc,30000-40000,0.092,3.07,2,1.0,0.0,70,60-120,0.42,Medium,12.9,64.65,90.8
12d18678151d018fedd0dd7e2ae4adf2e4035744174aa7f75c7b34e9af5debce,30000-40000,0.156,4.72,0,1.0,0.29,228,0-60,0.0,Low,43.5,76.4,84.39999999999999
ee485503046fe82f956ea2ef42198aedb68314dc63d8a472c85ff6d3bd110f3f,30000-40000,0.085,0.49,0,1.0,0.0,172,0-60,0.08,Low,17.299999999999997,97.55,91.5
4e6f40b8279a08b1f7cf1bcad357513dd6dcf256a8564d21fc28642803eaa13e,30000-40000,0.292,1.6,0,0.0,0.4,88,60-120,0.0,Low,58.6,92.0,70.8
2960063be9306209fdf113a9d5903b8ba894d9ceb83c6d8796f24360f22e153d,40000-50000,0.072,5.48,2,1.0,0.4,135,60-120,0.2,Low,45.8,52.6,92.8
face906af6bbcc9affe08aef2d3a2dc20eb1d335621aa665fd157d16fabca501,20000-30000,0.228,5.16,1,1.0,0.15,180,120-180,0.17,Low,29.2,64.2,77.2
48c815087eaf06bf9f099a32bb1de3b9b1f68e73c8e036798956a03271772555,50000-60000,0.399,16.74,4,1.0,0.4,254,60-120,0.52,Medium,36.6,0.0,60.1
dfa322742272faa8e639b247519920a7ea6337585d88e4851c7a2fceb99c90b0,30000-40000,0.335,5.16,2,1.0,0.03,17,0-60,0.5,Medium,12.3,54.2,66.5
bcc664324b6ca7f828fc95fbb1fbdd4402399a9d4c2da387039713dce6667004,20000-30000,0.265,1.66,4,0.0,0.4,225,180-240,0.27,Low,43.5,51.7,73.5
4e421ad3540b4af40ecb9aaebb62206bde14849d7109014fc713ed8d29c76471,20000-30000,0.157,2.49,1,1.0,0.36,203,0-60,0.03,Low,41.8,77.55,84.3
d51a65b49ae8c63e4a6c2fbeaf22dcf2ae67c5fb975b09b3a132da5fedae6a8d,30000-40000,0.268,3.62,1,1.0,0.26,109,120-180,0.16,Low,35.9,71.9,73.2
8c900b7479bfd343908bf9ac853127b16605f2dde0c1ddf746ba5208ae8a21a0,20000-30000,0.234,0.26,0,1.0,0.16,252,0-60,0.0,Low,33.400000000000006,98.7,76.6
0cac86a965c6d9d2486569bd63a9fc0684c41b1c1a45295d2a0008d19170f675,30000-40000,0.199,2.36,0,0.0,0.4,91,120-180,0.0,Low,55.0,88.2,80.1
bb847d31dcde08d89835a317438fb917cd690e63593329c5d54eb98d182105be,30000-40000,0.096,3.06,0,1.0,0.39,127,60-120,0.0,Low,51.8,84.7,90.4
80c9d677c039278809cc031dfb5b20eac48192104c5dbc703da1618004fe8466,20000-30000,0.36,0.7,0,1.0,0.0,115,60-120,0.11,Low,20.9,96.5,64.0
8c224cf0457d5ab241c5215f96ab4285691a44fa5ea993e1eea278c98c0bc173,20000-30000,0.207,4.61,1,0.0,0.4,139,0-60,0.04,Low,52.2,66.95,79.3
24c811944a3676983fdc4dce1a33437a7f350934799b0b197bfa79deb1d504c8,10000-20000,0.118,2.27,0,1.0,0.04,249,60-120,0.01,Low,23.200000000000003,88.65,88.2
971dc5e3f8fd98ec9f829b188263387c062a12fdc7248d18f512c2108c959167,20000-30000,0.179,8.8,2,1.0,0.3,168,180-240,0.29,Low,34.5,36.0,82.1
6821ebea91bfbb0223e1081d36389068dddd70c451dd0473904c5443f8948de6,30000-40000,0.195,0.13,2,1.0,0.12,152,0-60,0.26,Low,20.7,79.35,80.5
e283a1b4a2811bae6c7c744bbc99ecc603a723a49323da235ededb489ccc535f,30000-40000,0.34,1.14,1,1.0,0.07,70,0-60,0.23,Low,23.4,84.3,65.99999999999999
eb6b013754d5b8e3ae4bd561c08e0bfb693f0932cde7883037a5d43af900f6ca,10000-20000,0.307,3.25,0,0.0,0.4,223,0-60,0.0,Low,55.9,83.75,69.30000000000001
b1a1fb89252122321971cb25957891788a3857b8af69a5295f648ee14802537d,30000-40000,0.319,1.27,2,1.0,0.18,273,120-180,0.13,Low,28.2,73.65,68.10000000000001
41bae580cd1ff8a78665b53604c81cd07d42acb9246f5b2a6c07f368ce2f62a0,30000-40000,0.054,2.84,0,1.0,0.0,22,60-120,0.22,Low,20.3,85.8,94.6
62f86edfb858a381a7c47062ff0a26b734db0ac0d983d8c61b3e6f4143cda0ae,20000-30000,0.196,4.24,0,1.0,0.36,291,60-120,0.0,Low,48.5,78.8,80.4
e9821043eac2ac35f01e60dd92c5de433fbaebea4978b41dbd5ce91846f4809b,30000-40000,0.218,0.33,0,1.0,0.0,102,120-180,0.13,Low,17.9,98.35,78.2
a3eee9c72a5e910f242716ee4bdb6e9615135f57068d64e1f4d70545d12f7793,30000-40000,0.057,1.65,0,1.0,0.37,254,180-240,0.0,Low,48.7,91.75,94.3
ee77ba8b184b70a6533c36a4a7433eac5a00c4b0da72969822ec85d3a2d1364b,10000-20000,0.141,1.92,1,0.0,0.4,79,0-60,0.05,Low,53.7,80.4,85.9
9e220742cf66ed6d2baffb2a5ac7e8f5ef2ae0128e35e7de678157872e88757b,30000-40000,0.316,1.65,2,1.0,0.4,137,0-60,0.15,Low,43.7,71.75,68.39999999999999
fe2dfd153a3c9b276d6dc4d7fd0be6878d3c99fbe97738ac42ad8642902cf632,30000-40000,0.098,6.73,2,1.0,0.0,175,60-120,0.41,Medium,10.2,46.35,90.2
ec7f855e55d2506fe02b2993b81d17cfa1c3aa6edd7f4af524bbc94e6dd05f1c,30000-40000,0.237,5.6,2,1.0,0.4,203,60-120,0.15,Low,45.2,52.0,76.3
f0fe9c775dbc8940278797c219f15a382fc5a88faf5b88c73bcf82ba100006c2,30000-40000,0.125,3.14,2,1.0,0.0,219,60-120,0.3,Low,12.3,64.3,87.5
2556b92142b8681f2b5e216bdd145e86f9bddffe1394a5f765d829c9c5bfb1b9,10000-20000,0.054,2.85,1,1.0,0.11,210,120-180,0.16,Low,21.2,75.75,94.6
5901a5319e6bb5cf2dc227771b9ddb34da69e779a29d09961aa3e210a90f2f8f,20000-30000,0.134,1.66,2,1.0,0.39,76,180-240,0.2,Low,44.1,71.7,86.6
6e4a3e6a8e92e19c3299670687f8bbcf677e9f0863eed4116755958e985863f3,30000-40000,0.392,10.05,3,0.0,0.4,13,60-120,0.45,Medium,46.9,19.75,60.8
60f673de7ec95e5008a6db86b3a2d0bbb260dcdd7f6b93049196e0f60c7c386e,30000-40000,0.331,4.33,0,1.0,0.11,289,120-180,0.0,Low,29.1,78.35,66.9
99bd4177a62e0969f6b33f5157dc38bacf48f8aa6599ca358e34d30f5385a8d6,30000-40000,0.386,5.13,2,1.0,0.4,258,180-240,0.09,Low,45.5,54.35,61.4
1d3fee98e1fcaee23ba7c7bcef2f20b30d1d15394522c5a5b31092f95f464ea5,30000-40000,0.088,0.78,2,1.0,0.38,80,120-180,0.2,Low,41.5,76.1,91.2
4cda829efead9c7aa61d266690386213816bb34cf9071faf3e8f14de1b057044,40000-50000,0.242,5.28,2,1.0,0.35,174,120-180,0.21,Low,38.8,53.6,75.8
e10e72a5697f6af99a4ebe815eafb27de9640a4c81bf4aba90509362502d47ac,30000-40000,0.209,0.66,1,1.0,0.04,98,0-60,0.22,Low,20.4,86.7,79.10000000000001
0779bcf8d329c3fdb660869de603070f45d206fabbcc328e57618f0846f7b8df,30000-40000,0.346,1.58,0,1.0,0.4,275,0-60,0.0,Low,51.7,92.1,65.4
79d556c89ea4d03a15cb53ba681652552d4720ad5cbb994377f977cd4ef20336,20000-30000,0.084,0.99,0,1.0,0.35,181,180-240,0.0,Low,48.0,95.05,91.6
0fca37a38cecc9c0d0fac61d077572a4ecfbb4ed88968fadd91eab833a45f661,30000-40000,0.221,11.92,3,1.0,0.4,66,60-120,0.48,Medium,40.0,10.4,77.9
fe88445ca6bd4cca5c7b1f3c7a56c726192273e3bba12adffafccd1b85713ddd,20000-30000,0.103,4.88,0,1.0,0.4,134,180-240,0.0,Low,52.3,75.6,89.7
501c411fdda10e4e4aa0cad7964890704e0f70ba0e171b17d2c5c209385303c8,20000-30000,0.164,3.4,2,1.0,0.26,274,120-180,0.13,Low,33.4,63.0,83.6
075081a151938c0d060b248e8162790d25d7efb0d8d76a3f5c54df32cae095c1,20000-30000,0.308,4.6,0,1.0,0.0,111,120-180,0.17,Low,21.5,77.0,69.19999999999999
af6ed5004e257769b0fb3a4b78742bd88624e57c6c9910d66090ae13a0900af8,30000-40000,0.217,2.55,0,1.0,0.4,275,60-120,0.0,Low,52.3,87.25,78.3
be33718145ed9883b934c5a7271d14b2359907f424cd6997a4e21ebf9a821dc4,50000-60000,0.182,8.55,1,1.0,0.3,170,60-120,0.16,Low,39.4,47.25,81.80000000000001
dd5c8c640a18e353f64cb6048a3736ef38e68c5faeb46dbbe6134e05c8f1f58e,10000-20000,0.188,2.02,2,1.0,0.1,182,0-60,0.25,Low,21.8,69.9,81.2
da0f2524a46eea9b28f8ae309b1a62453f13d4cbe24d71af47c37e8e05616b33,30000-40000,0.211,1.46,0,1.0,0.4,60,120-180,0.0,Low,54.4,92.7,78.9
51d1f2863ce16e699d61901dfb254089dada3589db53467014013e256c4c19ad,10000-20000,0.325,0.64,1,1.0,0.4,81,0-60,0.05,Low,50.4,86.8,67.5
90dd7c281a40eb2bcf4fa5adb5a622d497dcadfc955850d9d26e9334c035e9e7,20000-30000,0.362,5.88,3,1.0,0.0,63,120-180,0.6,Medium,6.499999999999998,40.6,63.8
97b0bae9dd33eab4861b9b2a8e29f1334c70e8e3ea5fcccd8861ff8e1096e420,30000-40000,0.384,5.2,2,1.0,0.18,123,120-180,0.34,Medium,24.6,54.0,61.6
57f162ee260956711d818abb21ff42d10937fbf5f3f2c03a16088d4eb8271d5e,30000-40000,0.325,1.76,2,1.0,0.24,209,60-120,0.17,Low,31.2,71.2,67.5
848fd3fde91d2ca597ebf1f8e2ab41860e529c07b6d04ad740c0dd715226ec8f,20000-30000,0.16,0.07,0,1.0,0.13,36,180-240,0.1,Low,31.9,99.65,84.0
6125b748b30e7934f1971f9acdeb95300dc2c62858ddd2cf2e5af7710e17e276,20000-30000,0.291,6.31,2,0.0,0.4,72,180-240,0.22,Low,52.4,48.45,70.9
d2a5fbac843acb37dd48ecd664fa984771cbd08230799a6a1ddb64e0d6830bd0,30000-40000,0.203,0.03,0,1.0,0.29,19,60-120,0.06,Low,40.8,99.85,79.69999999999999
3b05e4500c72417870227e8bccb334bedc7c2aaf52d8cbf73d3b043873b053ec,20000-30000,0.139,3.28,0,1.0,0.3,22,120-180,0.08,Low,43.7,83.6,86.1
a3d8d316de591eaec2c7668d175b596d5bf5f7a335df830dcb00a25bc30c5dd4,30000-40000,0.344,13.08,4,1.0,0.35,71,60-120,0.66,Medium,29.3,0.0,65.60000000000001
6483a7e898491337fc670a90df539b71150452260c58217b1af861f7a7eeed3f,30000-40000,0.063,1.33,0,1.0,0.4,217,60-120,0.0,Low,52.3,93.35,93.7
271d36084a159195b6443012e94f1635727ec9145d123bd3bcc11661d525a7bf,20000-30000,0.366,1.03,1,0.0,0.4,163,60-120,0.0,Low,54.9,84.85,63.4
95de1ecd294fdbeac1327d1905d026a2e030cb5efbda59e3b7b8312ece4e4135,40000-50000,0.212,3.73,0,0.0,0.4,104,180-240,0.0,Low,56.5,81.35,78.8
e4805cff6a886490a63ff51ec48ca1f4b734c31ddd0c61814cc1e161f7b5f81d,30000-40000,0.273,5.72,1,1.0,0.0,208,120-180,0.24,Low,14.2,61.400000000000006,72.7
c965a50662977827f0c57c1db888df39a1be96a1679cb651612eea533f97a669,10000-20000,0.281,2.69,0,1.0,0.39,147,60-120,0.0,Low,50.6,86.55,71.89999999999999
12ec203eba6118213b6714939969c432caad3a7e3c8abdc2b23115776b772a11,30000-40000,0.363,13.02,2,1.0,0.26,59,120-180,0.44,Medium,34.9,14.900000000000006,63.7
3ffeceec79107c8f4834d7cfd1ac0f28ce0710b443b8a4d4d3d136930901051a,20000-30000,0.273,0.18,0,0.0,0.4,85,0-60,0.0,Low,59.8,99.1,72.7
9f34dd1d5d1cf9e0ad8f161692c1cba0e129a531f63b44f1734e3608d0b45d83,30000-40000,0.265,2.34,0,0.0,0.4,271,180-240,0.0,Low,60.1,88.3,73.5
2f03fef64797c4437b6516e19b98dbe6a86939d65620839f26a13f6af77c4605,20000-30000,0.073,3.0,0,1.0,0.07,189,60-120,0.04,Low,27.4,85.0,92.7
d82e88b223c610a38873d1b081f6398ea0a5fb38b7ca1d6fd22fcfa9a148466b,20000-30000,0.231,6.27,2,1.0,0.3,8,120-180,0.38,Medium,35.1,48.650000000000006,76.9
d7a0e7916749a54a2e09da2a95a23a29c982ccbe6dc2436d1b3ee9a91399bfc7,30000-40000,0.103,0.5,0,1.0,0.22,112,180-240,0.0,Low,39.7,97.5,89.7
51989cbfec44717113cca5b689bf4c784142e71f8b1ab3446b3d1732de2ff860,30000-40000,0.308,5.7,2,0.0,0.4,140,120-180,0.19,Low,47.3,51.5,69.19999999999999
586d8d9449484ddccc29c26a55a33cce56dd88045a446862b45589cf27210a8a,10000-20000,0.229,2.53,1,1.0,0.07,53,60-120,0.27,Low,22.5,77.35,77.10000000000001
e532227311919a615fe8023e217eb26ed6ab5eb3706c0906515c2b4168980ff8,20000-30000,0.288,1.74,0,0.0,0.4,53,0-60,0.0,Low,57.1,91.3,71.2
eb931552288ffeb3a3f667609df052a714ef45958d92fb64d8de7e501b66d0d9,20000-30000,0.065,0.33,1,0.0,0.4,89,120-180,0.02,Low,52.5,88.35,93.5
67ec99f8d00cd674260c5f2e0299616e59d2e862287f87c3a7a0f2a6d6d7e39a,20000-30000,0.08,4.81,3,1.0,0.3,70,180-240,0.42,Medium,32.9,45.95,92.0
0c214ccfc8320c20c7b026b7e57e4b0e817663bf3514fb727da1f29e8aedc034,40000-50000,0.301,0.6,0,1.0,0.38,86,0-60,0.0,Low,53.1,97.0,69.9
56a1da0681bba134f7eb67aba8d6da25a79c1b89369eef1ba86fe66fde3c48e0,30000-40000,0.075,0.88,0,0.0,0.4,44,120-180,0.0,Low,55.0,95.6,92.5
13aacfdba0fb76f6c79be5f9efa9a4df96f2928b3774a84a4f97f55469ef371e,10000-20000,0.075,0.81,0,1.0,0.24,221,180-240,0.0,Low,37.400000000000006,95.95,92.5
c546cc3cf072002c7a94008e83a08820b9f19bf77f20116b1d949daf0a6b9c8c,30000-40000,0.054,4.66,1,1.0,0.17,59,0-60,0.25,Low,29.9,66.7,94.6
ca0eeda07fbb12fd89e1c0589f19fe132b687ad716121a0ecf33a31f5ace8457,40000-50000,0.385,4.38,0,1.0,0.0,228,180-240,0.07,Low,21.200000000000003,78.1,61.5
a75e13f3feb30a3cf754fad488d086f3b156aa9bc486026e6aa08fb812e22c97,30000-40000,0.308,5.64,3,1.0,0.38,198,0-60,0.29,Low,38.1,41.8,69.19999999999999
249660fdecd7af798ffd1b4acf43d66c44ccd486cf362d319b1b37d50a232bf5,10000-20000,0.174,0.83,0,0.0,0.4,250,60-120,0.0,Low,59.2,95.85,82.60000000000001
aa0502c2ec99bc6a749fcef850a0ea147a9f83d3d142e5e7d20e65bdf7b7976e,20000-30000,0.154,2.71,0,1.0,0.4,168,120-180,0.0,Low,54.4,86.45,84.6
d5e93409e5dff1ad5228dda71121fda6a4203d7c2aafddf7cfe6cf08f6d4e4ef,40000-50000,0.172,2.43,0,1.0,0.0,64,60-120,0.2,Low,17.599999999999998,87.85,82.80000000000001
f8cc821194bf665a9a3356047db31651be9d73f94d100385a4eacfde9e14c893,20000-30000,0.321,6.45,1,1.0,0.24,265,180-240,0.08,Low,34.6,57.75,67.9
e704b75a658b62087dd348e2714467b873ed39e9a8522dad9528e2f951727f2e,30000-40000,0.281,8.06,2,1.0,0.18,114,120-180,0.39,Medium,24.9,39.7,71.89999999999999
f885e72a9a3babcfd022af8908adc2db855c8c6ecc83c3c6484b8ed9ba5198fa,30000-40000,0.115,0.03,0,0.0,0.4,255,120-180,0.0,Low,60.7,99.85,88.5
1d4ae7ed55ba147e7f6bdff0f0529063be92345aac71bf32112fb390b01f9189,20000-30000,0.111,2.86,3,1.0,0.28,201,120-180,0.29,Low,30.700000000000003,55.7,88.9
d804091facdf07a7aebc9daf51670ea59d7e15d6e7b430a79235d5a7c681000e,20000-30000,0.084,0.13,0,0.0,0.4,180,120-180,0.0,Low,60.1,99.35,91.6
c1b1725d5a8d3dcd03104d8d3cdef5b35e8605e573ce09cfa44298861013b705,10000-20000,0.281,2.71,1,1.0,0.16,28,180-240,0.24,Low,31.2,76.45,71.89999999999999
93fa1424e670d0b4858525f709f01961af177da01ac4fbd3c80e5f16d54408ba,20000-30000,0.318,1.22,0,1.0,0.01,248,120-180,0.02,Low,19.3,93.9,68.19999999999999
3dae51de8e67f38d9f1799e1b7308fb443e5fb0a9797d7f9c35f6764f79fecfc,20000-30000,0.143,0.99,1,1.0,0.0,21,120-180,0.33,Medium,13.9,85.05,85.7
e56bc9cb9499ae3bad839101cf36480b5b3fb3310f3e864f9f0becc34df6fee2,10000-20000,0.057,1.0,0,1.0,0.25,267,180-240,0.0,Low,40.6,95.0,94.3
aa02965f8155a892a2a246ec469f49239f5cbc904e67a0340fe983cba8e9b0a0,40000-50000,0.079,2.32,1,1.0,0.31,22,0-60,0.18,Low,41.4,78.4,92.1
1379e05313449db0acab47aa456ee9173f1ab598ce14687db9a5cc094c5f6978,10000-20000,0.389,1.6,0,1.0,0.0,108,180-240,0.15,Low,18.2,92.0,61.1
b87243d44391ec146cfca49c89cbf0e7ed5c904449d21994a46cce3aa2be51a6,20000-30000,0.153,3.65,0,1.0,0.16,239,120-180,0.0,Low,32.8,81.75,84.7
8cf4fe1a23e7d214cbf7debe794eb049244fef7510c56334ff50ab6488ef2e9f,30000-40000,0.319,1.86,0,0.0,0.4,248,60-120,0.0,Low,59.5,90.7,68.10000000000001
ac99d0a05a40e1cb32f2018caa913c22eb512d9b993b192b5e1eb6b7ab1e7832,40000-50000,0.269,0.24,0,1.0,0.29,83,120-180,0.0,Low,44.4,98.8,73.1
843c80f6c81c4c2ae7b6a459e9c8f7c87c2dfe5f5bf90ae1c4245be7414eb541,10000-20000,0.184,4.47,2,0.0,0.4,152,120-180,0.16,Low,47.3,57.650000000000006,81.60000000000001
b9ab0b46b4a5874b3f31a1814b53d8c468637afc305fabdad5315517815647ef,40000-50000,0.122,0.88,0,1.0,0.29,12,60-120,0.05,Low,44.1,95.6,87.8
d063cb039352e88aecade957b9c6ee1d772b7eabe7784d37542d8e1ddcdd494f,30000-40000,0.092,1.4,0,1.0,0.31,226,120-180,0.0,Low,45.7,93.0,90.8
3b930413676a8a760be635efd36a4a58ced94cf1b5cc2efcd4a556a0f1e9eb48,20000-30000,0.265,3.85,0,1.0,0.24,266,0-60,0.0,Low,38.9,80.75,73.5
d9a64a31d1901253571ac5870b5e29d7082f3419172ec9a970fece2f522f938c,30000-40000,0.321,1.46,0,1.0,0.4,151,60-120,0.0,Low,52.3,92.7,67.9
02abcc36604b598469bdc0b069b7c31cfcc6a838a16957af19bcfedbe1fd087d,30000-40000,0.275,0.2,0,0.0,0.4,280,0-60,0.0,Low,57.1,99.0,72.5
88a2628340c148c1987c774f13bcde643dc81917ae880aa168bd60476a73f95b,20000-30000,0.236,1.49,2,1.0,0.25,276,180-240,0.1,Low,33.5,72.55,76.4
51e1331a35bbbb9f7a0f3b6a0c85720d7827c6ef9de643066eed368c5aef1802,30000-40000,0.065,6.72,2,1.0,0.0,196,120-180,0.37,Medium,13.2,46.400000000000006,93.5
b989786d5b672c70617740e58815aa265022fab61767c783afec30ce60128750,20000-30000,0.389,4.05,0,1.0,0.18,174,0-60,0.03,Low,34.1,79.75,61.1
b97d8552fc71d0ecff6d6f61a24fe5cbfe30b0374782b4b965964235d8f7ca78,30000-40000,0.33,4.06,0,1.0,0.4,267,180-240,0.0,Low,52.900000000000006,79.7,67.0
414f7c215837bc5f5ff68fc2c78e396b936ec949ea643dfa4772a3676afb14ba,30000-40000,0.152,2.76,0,1.0,0.0,28,0-60,0.23,Low,18.5,86.2,84.8
4ac984de8728fccd0d983a46942e2f68d1ef2c72ff0cf315fc81dd7a71fad33a,40000-50000,0.393,0.88,2,1.0,0.01,28,120-180,0.43,Medium,11.6,75.6,60.7
f02faefb75c5f73e8d34e61e5bb07677ccd7781176ced89247d7c7b2c8c5ff62,10000-20000,0.261,1.79,2,0.0,0.4,36,180-240,0.21,Low,47.9,71.05,73.9
ac9cadd2514665149e93c12681016f80e52295fc07ec8f2ecd6b6b44d6509984,40000-50000,0.254,4.54,0,0.0,0.4,266,0-60,0.0,Low,60.1,77.3,74.6
00e8c7e10cf6eaf601b1098a787f07ab7aeb6cd4cce52367e0027e9fbf6a549b,10000-20000,0.312,0.38,0,1.0,0.21,140,60-120,0.0,Low,33.8,98.1,68.8
71bc2922ad9589ccdaf2db3a00b8096dde79f627c12ea1c1675e9e35c8787c59,20000-30000,0.334,1.19,1,1.0,0.02,185,180-240,0.17,Low,18.200000000000003,84.05,66.6
c2eb176599217f2bd1c111ef9781214663927b9966c82485438cc2867809a0dc,30000-40000,0.28,1.1,1,1.0,0.0,244,180-240,0.15,Low,13.9,84.5,72.0
128d015a9929ceb7eaa4aa096063ba694d8588a72cf13f54f2111ad9fa65de0e,30000-40000,0.095,1.4,1,1.0,0.05,56,60-120,0.28,Low,18.2,83.0,90.5
3690fc39e3d64f52742ba2d5354edb266a8617bdcb1084365cf916d24f2b5cab,20000-30000,0.168,11.17,4,1.0,0.25,170,0-60,0.59,Medium,23.1,4.149999999999999,83.2
ce1cb33d5b7b12a6e31125e9df5ffa0783cc5a328a39053d8cc7aad4e6c95e41,20000-30000,0.375,0.27,1,1.0,0.16,121,180-240,0.12,Low,32.4,88.65,62.5
af5c39ea6b9df9cc63532903d718522fb9ad9f089883d7774930376f9c804ae7,20000-30000,0.129,1.93,1,0.0,0.4,145,60-120,0.0,Low,56.4,80.35,87.1
d34c491bdc7c9fc21da9cf324b8f91e9eeb212be17bc693223d3b497fe762e1d,20000-30000,0.18,0.57,0,0.0,0.4,83,0-60,0.0,Low,55.0,97.15,82.0
f63de100315c1317fad2179cc10962aaa9402377fb082c39ed34b5229815f086,30000-40000,0.201,10.61,3,1.0,0.27,247,60-120,0.37,Medium,31.4,16.950000000000003,79.89999999999999
945dde7c33cfc4e6023854b19bf16ea22061caa5d0136fdb27f571d37d0bc7f7,30000-40000,0.204,0.36,2,1.0,0.23,64,0-60,0.28,Low,29.5,78.2,79.60000000000001
430faa2d1afb0ce29687bcfb15a6cbe50f456cb38ff6ca899bfe5999107170ef,20000-30000,0.265,1.72,1,1.0,0.27,48,0-60,0.17,Low,37.0,81.4,73.5
024715ab3f25d1a74083a8e1b422786b98d22a3b77449ecaa498fcd6bcd069d1,30000-40000,0.38,5.22,1,1.0,0.17,89,120-180,0.25,Low,27.8,63.900000000000006,62.0
